CÓDIGO PRESA	CODIGO PRESA EXTRAIDO	CODIGO ACTIVIDAD	CODIGO ACTIVIDAD EXTRAIDO	NOMBRE ACTIVIDAD	MANTENIMIENTO	PERIOCIDAD	PERSONAL	TIPO_EQUIPO	OkEliminar
CHG.E58 - CDF00 - DDF02 - EEV04	CHG.E58	CHG.E58 - CDF00 - DDF02 - EEV04	 CDF00 - DDF02 - EEV04	POLIPASTOS DE CADENAS 2.2. LÍNEA 02.	REVISIÓN	07_ANUAL	EE	EEV	OK
CHG.E58 - CDF00 - DDF02 - EEV03	CHG.E58	CHG.E58 - CDF00 - DDF02 - EEV03	 CDF00 - DDF02 - EEV03	POLIPASTOS DE CADENAS 2.1. LÍNEA 02. 	REVISIÓN	07_ANUAL	EE	EEV	OK
CHG.E58 - CDF00 - DDF01 - EEV01	CHG.E58	CHG.E58 - CDF00 - DDF01 - EEV01	 CDF00 - DDF01 - EEV01	POLIPASTOS DE CADENAS 1.1. LÍNEA 01	REVISIÓN	07_ANUAL	EE	EEV	OK
CHG.E58 - CDF00 - DDF00 - OCV	CHG.E58	CHG.E58 - CDF00 - DDF00 - OCV	 CDF00 - DDF00 - OCV	CÁMARA DESAGÜE DE FONDO	VISUAL VÁLVULAS	02_SEMANAL	PP	OCV	OK
CHG.E58 - CDF00 - DDF02 - VAB	CHG.E58	CHG.E58 - CDF00 - DDF02 - VAB	 CDF00 - DDF02 - VAB	VÁLVULA BUREAU 2.2	MANIOBRA	06_SEMESTRAL	PP	VÁLVULA	OK
CHG.E58 - CDF00 - DDF02 - VAB	CHG.E58	CHG.E58 - CDF00 - DDF02 - VAB	 CDF00 - DDF02 - VAB	VÁLVULA BUREAU 2.2	REVISIÓN	07_ANUAL	EE	VÁLVULA	OK
CHG.E58 - CDF00 - DDF01 - VAB	CHG.E58	CHG.E58 - CDF00 - DDF01 - VAB	 CDF00 - DDF01 - VAB	VÁLVULA BUREAU 1.2	MANIOBRA	06_SEMESTRAL	PP	VÁLVULA	OK
CHG.E58 - CDF00 - DDF01 - VAB	CHG.E58	CHG.E58 - CDF00 - DDF01 - VAB	 CDF00 - DDF01 - VAB	VÁLVULA BUREAU 1.2	REVISIÓN	07_ANUAL	EE	VÁLVULA	OK
CHG.E58 - CDF00 - DDF02 - VAR	CHG.E58	CHG.E58 - CDF00 - DDF02 - VAR	 CDF00 - DDF02 - VAR	VÁLVULA BUREAU 2.1	MANIOBRA	06_SEMESTRAL	PP	VÁLVULA	OK
CHG.E58 - CDF00 - DDF02 - VAR	CHG.E58	CHG.E58 - CDF00 - DDF02 - VAR	 CDF00 - DDF02 - VAR	VÁLVULA BUREAU 2.1	REVISIÓN	07_ANUAL	EE	VÁLVULA	OK
CHG.E58 - CDF00 - DDF01 - VAR	CHG.E58	CHG.E58 - CDF00 - DDF01 - VAR	 CDF00 - DDF01 - VAR	VÁLVULA BUREAU 1.1	MANIOBRA	06_SEMESTRAL	PP	VÁLVULA	OK
CHG.E58 - CDF00 - DDF01 - VAR	CHG.E58	CHG.E58 - CDF00 - DDF01 - VAR	 CDF00 - DDF01 - VAR	VÁLVULA BUREAU 1.1	REVISIÓN	07_ANUAL	EE	VÁLVULA	OK
CHG.E58 - CDF00 - ECO01 - VAB	CHG.E58	CHG.E58 - CDF00 - ECO01 - VAB	 CDF00 - ECO01 - VAB	VÁLVULA MANUAL 1.2	MANIOBRA	06_SEMESTRAL	PP	VÁLVULA	OK
CHG.E58 - CDF00 - ECO01 - VAB	CHG.E58	CHG.E58 - CDF00 - ECO01 - VAB	 CDF00 - ECO01 - VAB	VÁLVULA MANUAL 1.2	ENGRASE	07_ANUAL	PP	VÁLVULA	OK
CHG.E58 - CDF00 - ECO01 - VAB	CHG.E58	CHG.E58 - CDF00 - ECO01 - VAB	 CDF00 - ECO01 - VAB	VÁLVULA MANUAL 1.2	REVISIÓN	07_ANUAL	EE	VÁLVULA	OK
CHG.E58 - CDF00 - ECO01 - VAR	CHG.E58	CHG.E58 - CDF00 - ECO01 - VAR	 CDF00 - ECO01 - VAR	VÁLVULA MANUAL 1.1	MANIOBRA	06_SEMESTRAL	PP	VÁLVULA	OK
CHG.E58 - CDF00 - ECO01 - VAR	CHG.E58	CHG.E58 - CDF00 - ECO01 - VAR	 CDF00 - ECO01 - VAR	VÁLVULA MANUAL 1.1	ENGRASE	07_ANUAL	PP	VÁLVULA	OK
CHG.E58 - CDF00 - ECO01 - VAR	CHG.E58	CHG.E58 - CDF00 - ECO01 - VAR	 CDF00 - ECO01 - VAR	VÁLVULA MANUAL 1.1	REVISIÓN	07_ANUAL	EE	VÁLVULA	OK
CHG.E58 - CDF00 - EXT - EXT16	CHG.E58	CHG.E58 - CDF00 - EXT - EXT16	 CDF00 - EXT - EXT16	EXTINTOR DE 2 KG CO2 34B DESAGÜE DE FONDO	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - CDF00 - EXT - EXT16	CHG.E58	CHG.E58 - CDF00 - EXT - EXT16	 CDF00 - EXT - EXT16	EXTINTOR DE 2 KG CO2 34B DESAGÜE DE FONDO	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - CDF00 - ILU - ILU	CHG.E58	CHG.E58 - CDF00 - ILU - ILU	 CDF00 - ILU - ILU	ILUMINACION DESAGÜE DE FONDO	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CDT01 - EXT - EXT05	CHG.E58	CHG.E58 - CDT01 - EXT - EXT05	 CDT01 - EXT - EXT05	EXTINTOR DE 6 KG POLVO  ABC CENTRO DE TRANSFORMACIÓN CT1	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - CDT01 - EXT - EXT05	CHG.E58	CHG.E58 - CDT01 - EXT - EXT05	 CDT01 - EXT - EXT05	EXTINTOR DE 6 KG POLVO  ABC CENTRO DE TRANSFORMACIÓN CT1	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - CDT01 - ILU - ILU	CHG.E58	CHG.E58 - CDT01 - ILU - ILU	 CDT01 - ILU - ILU	ILUMINACIÓN CENTRO DE TRANSORMACIÓN Nº1	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CDT01 - OCV - EDF01	CHG.E58	CHG.E58 - CDT01 - OCV - EDF01	 CDT01 - OCV - EDF01	CENTRO DE TRANSFORMACIÓN Nº 01	VISUAL	02_SEMANAL	PP	CASETA	OK
CHG.E58 - CDT01 - SEL - CDT	CHG.E58	CHG.E58 - CDT01 - SEL - CDT	 CDT01 - SEL - CDT	CELDAS MEDIA TENSIÓN CT1	REVISIÓN	08_TRIANUAL	OCA	MT	OK
CHG.E58 - CDT01 - SEL - CGB	CHG.E58	CHG.E58 - CDT01 - SEL - CGB	 CDT01 - SEL - CGB	 CUADRO DE BT	REVISIÓN	09_QUINQUENAL	OCA	BT	OK
CHG.E58 - CDT01 - SEL - LAT	CHG.E58	CHG.E58 - CDT01 - SEL - LAT	 CDT01 - SEL - LAT	LÍNEA AÉREASUBTERRANEA DE MEDIA TENSIÓN PARA ACOMETIDA AL CENTRO DE TRANSFORMACIÓN Nº 1 Y Nº2	REVISIÓN (APLI. IND.)	07_ANUAL	EE	MT	OK
CHG.E58 - CDT01 - SEL - LAT	CHG.E58	CHG.E58 - CDT01 - SEL - LAT	 CDT01 - SEL - LAT	LÍNEA AÉREASUBTERRANEA DE MEDIA TENSIÓN PARA ACOMETIDA AL CENTRO DE TRANSFORMACIÓN Nº 1 Y Nº2	REVISIÓN	08_TRIANUAL	OCA	MT	OK
CHG.E58 - CDT01 - SEL - TRF04	CHG.E58	CHG.E58 - CDT01 - SEL - TRF04	 CDT01 - SEL - TRF04	 TRANSFORMADOR  DE POTENCIA Nº4 DE 250 KVA	REVISIÓN	08_TRIANUAL	OCA	MT	OK
CHG.E58 - CDT02 - OCV - EDF02	CHG.E58	CHG.E58 - CDT02 - OCV - EDF02	 CDT02 - OCV - EDF02	CENTRO DE TRANSFORMACIÓN Nº02 PARA PRESA Y BOMBEO	VISUAL	02_SEMANAL	PP	CASETA	OK
CHG.E58 - CDT02 - SEL - LAT	CHG.E58	CHG.E58 - CDT02 - SEL - LAT	 CDT02 - SEL - LAT	LÍNEA DE ALTA TENSIÓN DE ALIMENTACIÓN AL CENTRO DE TRANSFORMACIÓN Nº 2	REVISIÓN (APLI. IND.)	07_ANUAL	EE	MT	OK
CHG.E58 - CDT02 - SEL - LAT	CHG.E58	CHG.E58 - CDT02 - SEL - LAT	 CDT02 - SEL - LAT	LÍNEA DE ALTA TENSIÓN DE ALIMENTACIÓN AL CENTRO DE TRANSFORMACIÓN Nº 2	REVISIÓN	08_TRIANUAL	OCA	MT	OK
CHG.E58 - CDT02 - SEL - TRF03	CHG.E58	CHG.E58 - CDT02 - SEL - TRF03	 CDT02 - SEL - TRF03	TRANSFORMADOR DE POTENCIA Nº3 DE 100 KVA,	REVISIÓN	08_TRIANUAL	OCA	MT	OK
CHG.E58 - CDT02 - SEL - TRF01	CHG.E58	CHG.E58 - CDT02 - SEL - TRF01	 CDT02 - SEL - TRF01	 TRANSFORMADOR DE POTENCIA Nº1 DE 2000 KVA	REVISIÓN	08_TRIANUAL	OCA	MT	OK
CHG.E58 - CDT02 - SEL - TRF02	CHG.E58	CHG.E58 - CDT02 - SEL - TRF02	 CDT02 - SEL - TRF02	 TRANSFORMADOR DE POTENCIA Nº2 DE 2000 KVA	REVISIÓN	08_TRIANUAL	OCA	MT	OK
CHG.E58 - CEA0000.07 - AUS - CCD17	CHG.E58	CHG.E58 - CEA0000.07 - AUS - CCD17	 CEA0000.07 - AUS - CCD17	ESTACIÓN DE ADQUISICIÓN DE DATOS EMA 80 @A EN PÉNDULO GP_B07	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - CEA0000.07 - AUS - CCD19	CHG.E58	CHG.E58 - CEA0000.07 - AUS - CCD19	 CEA0000.07 - AUS - CCD19	 CAJA CONEXIÓN FIBRA OPTICA 	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - CEA0000.07 - AUS - PND00	CHG.E58	CHG.E58 - CEA0000.07 - AUS - PND00	 CEA0000.07 - AUS - PND00	PÉNDULO DIRECTO B07 GALERÍA PERIMETRAL	0	0	0	PND	0
CHG.E58 - CEA0000.07 - AUS - PNI00	CHG.E58	CHG.E58 - CEA0000.07 - AUS - PNI00	 CEA0000.07 - AUS - PNI00	PÉNDULO INVERSO B07 GALERÍA PERIMETRAL	0	0	0	PND	0
CHG.E58 - CEA0000.07 - ILU - ILU	CHG.E58	CHG.E58 - CEA0000.07 - ILU - ILU	 CEA0000.07 - ILU - ILU	ILUMINACIÓN CÁMARA DE PÉNDULOS B07 GALERIA PERIMETRAL	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CEA0000.07 - OCV - OCV	CHG.E58	CHG.E58 - CEA0000.07 - OCV - OCV	 CEA0000.07 - OCV - OCV	CARPINTERÍA METÁLICA CÁMARA DE  PÉNDULOS B07 GALERÍA PERIMETRAL	LIMPIEZA	04_MENSUAL	PP	OCV	OK
CHG.E58 - CEA0000.14 - AUS - PND00	CHG.E58	CHG.E58 - CEA0000.14 - AUS - PND00	 CEA0000.14 - AUS - PND00	PÉNDULO DIRECTO B14 GALERÍA PERIMETRAL	0	0	0	PND	0
CHG.E58 - CEA0000.14 - AUS - PNI00	CHG.E58	CHG.E58 - CEA0000.14 - AUS - PNI00	 CEA0000.14 - AUS - PNI00	PÉNDULO INVERSO B14 GALERÍA PERIMETRAL	0	0	0	PND	0
CHG.E58 - CEA0000.14 - ILU - ILU	CHG.E58	CHG.E58 - CEA0000.14 - ILU - ILU	 CEA0000.14 - ILU - ILU	ILUMINACIÓN CÁMARA DE PÉNDULOS B14 GALERIA PERIMETRAL	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CEA0000.14 - OCV - OCV	CHG.E58	CHG.E58 - CEA0000.14 - OCV - OCV	 CEA0000.14 - OCV - OCV	CARPINTERÍA METÁLICA CÁMARA DE  PÉNDULOS B14 GALERÍA PERIMETRAL	LIMPIEZA	04_MENSUAL	PP	OCV	OK
CHG.E58 - CEA0001.01 - AUS - PND00	CHG.E58	CHG.E58 - CEA0001.01 - AUS - PND00	 CEA0001.01 - AUS - PND00	 PÉNDULO DIRECTO B01 GALERÍA HORIZONTAL	0	0	0	PND	0
CHG.E58 - CEA0001.01 - AUS - PNI00	CHG.E58	CHG.E58 - CEA0001.01 - AUS - PNI00	 CEA0001.01 - AUS - PNI00	 PÉNDULO INVERSO B01 GALERÍA HORIZONTAL	0	0	0	PND	0
CHG.E58 - CEA0001.01 - ILU - ILU	CHG.E58	CHG.E58 - CEA0001.01 - ILU - ILU	 CEA0001.01 - ILU - ILU	ILUMINACIÓN CÁMARA DE PÉNDULOS B01 GALERÍA HORIZONTAL	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CEA0001.01 - OCV - OCV	CHG.E58	CHG.E58 - CEA0001.01 - OCV - OCV	 CEA0001.01 - OCV - OCV	CARPINTERÍA METÁLICA CÁMARA DE  PÉNDULOS B01 GALERÍA HORIZONTAL	LIMPIEZA	04_MENSUAL	PP	OCV	OK
CHG.E58 - CEA0001.02 - AUS - CCD16	CHG.E58	CHG.E58 - CEA0001.02 - AUS - CCD16	 CEA0001.02 - AUS - CCD16	ESTACIÓN DE ADQUISICIÓN DE DATOS EMA 80 -BC- EN PÉNDULO GH_B02	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - CEA0001.02 - AUS - PND00	CHG.E58	CHG.E58 - CEA0001.02 - AUS - PND00	 CEA0001.02 - AUS - PND00	 PÉNDULO DIRECTO B02 GALERÍA HORIZONTAL	0	0	0	PND	0
CHG.E58 - CEA0001.02 - AUS - PNI00	CHG.E58	CHG.E58 - CEA0001.02 - AUS - PNI00	 CEA0001.02 - AUS - PNI00	 PÉNDULO INVERSO B02 GALERÍA HORIZONTAL	0	0	0	PND	0
CHG.E58 - CEA0001.02 - ILU - ILU	CHG.E58	CHG.E58 - CEA0001.02 - ILU - ILU	 CEA0001.02 - ILU - ILU	ILUMINACIÓN CÁMARA DE PÉNDULOS B02 GALERÍA HORIZONTAL	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CEA0001.02 - OCV - OCV	CHG.E58	CHG.E58 - CEA0001.02 - OCV - OCV	 CEA0001.02 - OCV - OCV	CARPINTERÍA METÁLICA CÁMARA DE  PÉNDULOS B02 GALERÍA HORIZONTAL	LIMPIEZA	04_MENSUAL	PP	OCV	OK
CHG.E58 - CEA0001.08 - AUS - CCD15	CHG.E58	CHG.E58 - CEA0001.08 - AUS - CCD15	 CEA0001.08 - AUS - CCD15	ESTACIÓN DE ADQUISICIÓN DE DATOS EMA 80 -DE- EN PÉNDULO GH_B08	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - CEA0001.08 - AUS - PND00	CHG.E58	CHG.E58 - CEA0001.08 - AUS - PND00	 CEA0001.08 - AUS - PND00	 PÉNDULO DIRECTO B08 GALERÍA HORIZONTAL	0	0	0	PND	0
CHG.E58 - CEA0001.08 - AUS - PNI00	CHG.E58	CHG.E58 - CEA0001.08 - AUS - PNI00	 CEA0001.08 - AUS - PNI00	PÉNDULO INVERSO B08 GALERÍA  HORIZONTAL	0	0	0	PND	0
CHG.E58 - CEA0001.08 - ILU - ILU	CHG.E58	CHG.E58 - CEA0001.08 - ILU - ILU	 CEA0001.08 - ILU - ILU	ILUMINACIÓN CÁMARA DE PÉNDULOS B08 GALERÍA HORIZONTAL	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CEA0001.08 - OCV - OCV	CHG.E58	CHG.E58 - CEA0001.08 - OCV - OCV	 CEA0001.08 - OCV - OCV	CARPINTERÍA METÁLICA CÁMARA DE  PÉNDULOS B08 GALERÍA HORIZONTAL	LIMPIEZA	04_MENSUAL	PP	OCV	OK
CHG.E58 - CEA0002.01 - AUS - AUS0002.01	CHG.E58	CHG.E58 - CEA0002.01 - AUS - AUS0002.01	 CEA0002.01 - AUS - AUS0002.01	PLANCHETA MANUAL LECTURA PÉNDULO INVERSO B01 (NIVEL INFERIOR) GALERÍA PERIMETRAL	0	0	0	PND	0
CHG.E58 - CEA0002.01 - OCV - OCV	CHG.E58	CHG.E58 - CEA0002.01 - OCV - OCV	 CEA0002.01 - OCV - OCV	CARPINTERÍA METÁLICA CÁMARA DE  PÉNDULOS B01 GALERÍA PERIMETRAL	LIMPIEZA	04_MENSUAL	PP	OCV	OK
CHG.E58 - CEA0002.02 - AUS - PNI00	CHG.E58	CHG.E58 - CEA0002.02 - AUS - PNI00	 CEA0002.02 - AUS - PNI00	PLANCHETA MANUAL LECTURA PÉNDULO INVERSO B02 (NIEL INFERIOR) GALERÍA  PERIMETRAL	0	0	0	PND	0
CHG.E58 - CEA0002.02 - OCV - OCV	CHG.E58	CHG.E58 - CEA0002.02 - OCV - OCV	 CEA0002.02 - OCV - OCV	CARPINTERÍA METÁLICA CÁMARA DE  PÉNDULOS B08 GALERÍA PRIMETRAL	LIMPIEZA	04_MENSUAL	PP	OCV	OK
CHG.E58 - CEA0002.08 - AUS - PNI00	CHG.E58	CHG.E58 - CEA0002.08 - AUS - PNI00	 CEA0002.08 - AUS - PNI00	PLANCHETA MANUAL LECTURA PÉNDULO INVERSO B08 (NIVEL INFERIOR) GALERÍA  PERIMETRAL	0	0	0	PND	0
CHG.E58 - CEA0002.08 - ILU - ILU	CHG.E58	CHG.E58 - CEA0002.08 - ILU - ILU	 CEA0002.08 - ILU - ILU	ILUMINACIÓN CÁMARA DE PÉNDULOS B08 GALERIA PERIMETRAL	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - COR - AUS - BCL00	CHG.E58	CHG.E58 - COR - AUS - BCL00	 COR - AUS - BCL00	BASE DE COLIMACIÓN DE LA PRESA DE LOS MELONARES	0	0	0	BASE	0
CHG.E58 - COR - AUS - GEO	CHG.E58	CHG.E58 - COR - AUS - GEO	 COR - AUS - GEO	RED GEODÉSICA DE PUNTOS DE CONTROL DE LA PRESA DE LOS MELONARES	0	0	0	BASE	0
CHG.E58 - COR - AUS - PND00	CHG.E58	CHG.E58 - COR - AUS - PND00	 COR - AUS - PND00	ARQUETAS  PARA ANCLAJES PÉNDULOS DIRECTO B14, B08 Y B07	0	0	0	PND	0
CHG.E58 - COR - ILU - ILU	CHG.E58	CHG.E58 - COR - ILU - ILU	 COR - ILU - ILU	ILUMINACION CORONACIÓN 	VISUAL	05_TRIMESTRAL	PP	ILU	OK
CHG.E58 - CPO01 - ØØØ - CMZ	CHG.E58	CHG.E58 - CPO01 - ØØØ - CMZ	 CPO01 - ØØØ - CMZ	EQUIPAMIENTO DE CLIMATIZACIÓN	REVISIÓN	07_ANUAL	PP	CLM	OK
CHG.E58 - CPO01 - EXT - EXT18	CHG.E58	CHG.E58 - CPO01 - EXT - EXT18	 CPO01 - EXT - EXT18	 EXTINTOR DE 6 KG POLVO ABC VIVIENDA Nº1	REVISIÓN	07_ANUAL	EE	CLM	OK
CHG.E58 - CPO01 - EXT - EXT18	CHG.E58	CHG.E58 - CPO01 - EXT - EXT18	 CPO01 - EXT - EXT18	 EXTINTOR DE 6 KG POLVO ABC VIVIENDA Nº1	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - CPO01 - ILU - ILU	CHG.E58	CHG.E58 - CPO01 - ILU - ILU	 CPO01 - ILU - ILU	ILUMINACIÓN CASA AUXILIAR Nº1	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CPO01 - OCV - EDF01	CHG.E58	CHG.E58 - CPO01 - OCV - EDF01	 CPO01 - OCV - EDF01	CASA AUXILIAR Nº1	LIMPIEZA	05_TRIMESTRAL	PP	CASETA	OK
CHG.E58 - CPO01 - OCV - EDF01	CHG.E58	CHG.E58 - CPO01 - OCV - EDF01	 CPO01 - OCV - EDF01	CASA AUXILIAR Nº1	PINTURA	07_ANUAL	PP	EXTINTOR	OK
CHG.E58 - CPO02 - ØØØ - CMZ	CHG.E58	CHG.E58 - CPO02 - ØØØ - CMZ	 CPO02 - ØØØ - CMZ	EQUIPAMIENTO DE CLIMATIZACIÓN	REVISIÓN	07_ANUAL	PP	CLM	OK
CHG.E58 - CPO02 - EXT - EXT19	CHG.E58	CHG.E58 - CPO02 - EXT - EXT19	 CPO02 - EXT - EXT19	 EXTINTOR DE 6 KG POLVO ABC VIVIENDA Nº2	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - CPO02 - EXT - EXT19	CHG.E58	CHG.E58 - CPO02 - EXT - EXT19	 CPO02 - EXT - EXT19	 EXTINTOR DE 6 KG POLVO ABC VIVIENDA Nº2	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - CPO02 - ILU - ILU	CHG.E58	CHG.E58 - CPO02 - ILU - ILU	 CPO02 - ILU - ILU	ILUMINACIÓN CASA AUXILIAR Nº2	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CPO02 - OCV - EDF02	CHG.E58	CHG.E58 - CPO02 - OCV - EDF02	 CPO02 - OCV - EDF02	CASA AUXILIAR Nº2	LIMPIEZA	05_TRIMESTRAL	PP	CASETA	OK
CHG.E58 - CPO02 - OCV - EDF02	CHG.E58	CHG.E58 - CPO02 - OCV - EDF02	 CPO02 - OCV - EDF02	CASA AUXILIAR Nº2	PINTURA	07_ANUAL	PP	EXTINTOR	OK
CHG.E58 - CPO03 - ØØØ - CMZ	CHG.E58	CHG.E58 - CPO03 - ØØØ - CMZ	 CPO03 - ØØØ - CMZ	EQUIPAMIENTO DE CLIMATIZACIÓN	REVISIÓN	07_ANUAL	PP	CLM	OK
CHG.E58 - CPO03 - EXT - EXT20	CHG.E58	CHG.E58 - CPO03 - EXT - EXT20	 CPO03 - EXT - EXT20	 EXTINTOR DE 3 KG POLVO ABC VIVIENDA Nº3	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - CPO03 - EXT - EXT20	CHG.E58	CHG.E58 - CPO03 - EXT - EXT20	 CPO03 - EXT - EXT20	 EXTINTOR DE 3 KG POLVO ABC VIVIENDA Nº3	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - CPO03 - ØØØ - FSP	CHG.E58	CHG.E58 - CPO03 - ØØØ - FSP	 CPO03 - ØØØ - FSP	FOSA SÉPTICA DEL POBLADO Y CASAS DE LA PRESA	MANTENIMIENTO	07_ANUAL	EE	FOSA	OK
CHG.E58 - CPO03 - ILU - ILU	CHG.E58	CHG.E58 - CPO03 - ILU - ILU	 CPO03 - ILU - ILU	ILUMINACIÓN CASA AUXILIAR Nº3	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CPO03 - OCV - EDF03	CHG.E58	CHG.E58 - CPO03 - OCV - EDF03	 CPO03 - OCV - EDF03	CASA AUXILIAR Nº3	LIMPIEZA	05_TRIMESTRAL	PP	CASETA	OK
CHG.E58 - CPO03 - OCV - EDF03	CHG.E58	CHG.E58 - CPO03 - OCV - EDF03	 CPO03 - OCV - EDF03	CASA AUXILIAR Nº3	PINTURA	07_ANUAL	PP	CASETA	OK
CHG.E58 - CTM00 - EXT - EXT07	CHG.E58	CHG.E58 - CTM00 - EXT - EXT07	 CTM00 - EXT - EXT07	EXTINTOR DE 2 KG CO2 34B CASETA TORRE DE TOMA	REVISIÓN	07_ANUAL	EE	EXTINTOR	OK
CHG.E58 - CTM00 - EXT - EXT07	CHG.E58	CHG.E58 - CTM00 - EXT - EXT07	 CTM00 - EXT - EXT07	EXTINTOR DE 2 KG CO2 34B CASETA TORRE DE TOMA	RETIMBRADO	09_QUINQUENAL	EE	EXTINTOR	OK
CHG.E58 - CTM00 - ILU - ILU	CHG.E58	CHG.E58 - CTM00 - ILU - ILU	 CTM00 - ILU - ILU	ILUMINACIÓN CASETA DE LA TORRE  DE TOMA DE LA PRESA	VISUAL	02_SEMANAL	PP	ILU	OK
CHG.E58 - CTM00 - TAB00 - CMC00	CHG.E58	CHG.E58 - CTM00 - TAB00 - CMC00	 CTM00 - TAB00 - CMC00	CUADRO DE CONTROL Y MANIOBRAS	RATICIDA	02_SEMANAL	PP	CUADRO	OK
CHG.E58 - CTM00 - TAB00 - COH00	CHG.E58	CHG.E58 - CTM00 - TAB00 - COH00	 CTM00 - TAB00 - COH00	CENTRAL OLEOHIDRÁULICA COMPUERTAS VAGÓN	REVISIÓN	07_ANUAL	EE	COH	OK
CHG.E58 - CTM00 - TAB00 - EDF01	CHG.E58	CHG.E58 - CTM00 - TAB00 - EDF01	 CTM00 - TAB00 - EDF01	CASETA DE EQUIPOS EN TORRE DE TOMA DE LA PRESA	LIMPIEZA	04_MENSUAL	PP	CASETA	OK
CHG.E58 - CTM00 - TAB00 - EDF01	CHG.E58	CHG.E58 - CTM00 - TAB00 - EDF01	 CTM00 - TAB00 - EDF01	CASETA DE EQUIPOS EN TORRE DE TOMA DE LA PRESA	PINTURA	07_ANUAL	PP	CASETA	OK
CHG.E58 - DEP00 - ABP - CMB9999	CHG.E58	CHG.E58 - DEP00 - ABP - CMB9999	 DEP00 - ABP - CMB9999	CUADRO DE MANIOBRA DE GRUPOS DE PRESIÓN	RATICIDA	05_TRIMESTRAL	PP	CUADRO	OK
CHG.E58 - DEP00 - ABP - DEP01	CHG.E58	CHG.E58 - DEP00 - ABP - DEP01	 DEP00 - ABP - DEP01	DEPÓSITO DE ABASTECIMIENTO DE AGUA (POTABLE Y RIEGO)	LIMPIEZA	07_ANUAL	PP	DEP_AG	0
CHG.E58 - DEP00 - ABP - DEP01	CHG.E58	CHG.E58 - DEP00 - ABP - DEP01	 DEP00 - ABP - DEP01	DEPÓSITO DE ABASTECIMIENTO DE AGUA (POTABLE Y RIEGO)	PINTURA	07_ANUAL	PP	DEP_AG	0
CHG.E58 - DEP00 - ABP - DEP01	CHG.E58	CHG.E58 - DEP00 - ABP - DEP01	 DEP00 - ABP - DEP01	DEPÓSITO DE ABASTECIMIENTO DE AGUA (POTABLE Y RIEGO)	ANÁLISIS AGUA	04_MENSUAL	EE	DEP_AG	OK
CHG.E58 - DEP00 - ABP - GPR01	CHG.E58	CHG.E58 - DEP00 - ABP - GPR01	 DEP00 - ABP - GPR01	EQUIPO MOTOR-BOMBA DE PRESIÓN DE AGUA DE SERVICIO	REVISIÓN	SEMESTRAL	EE	MOTOR	OK
CHG.E58 - DQC - ACC - ACC00	CHG.E58	CHG.E58 - DQC - ACC - ACC00	 DQC - ACC - ACC00	ACCESO CORONACIÓN DE DIQUES	VISUAL	01_DIARIO	PP	CAMINO	OK
CHG.E58 - DQC - ACC - ACC00	CHG.E58	CHG.E58 - DQC - ACC - ACC00	 DQC - ACC - ACC00	ACCESO CORONACIÓN DE DIQUES	HERBICIDA	06_SEMESTRAL	PP	CAMINO	OK
CHG.E58 - DQC - ACC - ACC00	CHG.E58	CHG.E58 - DQC - ACC - ACC00	 DQC - ACC - ACC00	ACCESO CORONACIÓN DE DIQUES	DESBROCE CUNETAS	07_ANUAL	PP	CAMINO	OK
CHG.E58 - DQC - ACC - ACC00	CHG.E58	CHG.E58 - DQC - ACC - ACC00	 DQC - ACC - ACC00	ACCESO CORONACIÓN DE DIQUES	PINTURA CANCELA	07_ANUAL	PP	CAMINO	0
CHG.E58 - DQC - OCV - OCV	CHG.E58	CHG.E58 - DQC - OCV - OCV	 DQC - OCV - OCV	DIQUES DE MATERIALES SUELTOS DE LA PRESA DE LOS MELONARES	VISUAL	01_DIARIO	PP	DIQUES	OK
